City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
223,cabeza del buey,38.7223,-5.2195,12.45,71,100,1.32,ES,1702331804
224,kiraz,38.2306,28.2044,9.24,88,26,0.38,TR,1702331805
225,ha'il,27.5219,41.6907,14.01,26,0,4.12,SA,1702331805
226,antsiranana,-12.2787,49.2917,25.65,82,21,4.99,MG,1702331805
227,kristinehamn,59.3098,14.1081,-0.69,89,95,4.87,SE,1702331806
228,shenkursk,62.1091,42.896,-10.56,93,100,4.49,RU,1702331806
229,constitucion,-35.3333,-72.4167,16.2,69,67,7.16,CL,1702331806
230,geraldton,-28.7667,114.6,22.23,26,0,5.14,AU,1702331780
231,itoman,26.1247,127.6694,22.21,88,75,7.72,JP,1702331531
232,banamba,13.55,-7.45,22.7,16,17,3.86,ML,1702331808
233,nova vicosa,-17.8919,-39.3719,25.65,82,81,7.32,BR,1702331744
234,santa cruz,-17.8,-63.1667,33.03,52,40,4.12,BO,1702331689
235,fisterra,42.9049,-9.2629,17.64,94,100,10.0,ES,1702331808
236,purpe,64.4803,76.6897,-26.41,88,100,4.96,RU,1702331809
237,megion,61.0296,76.1136,-34.99,94,80,3.47,RU,1702331809
238,kununurra,-15.7667,128.7333,27.99,83,100,0.0,AU,1702331791
239,olinda,-8.0089,-34.8553,27.85,69,40,3.6,BR,1702331758
240,puerto aysen,-45.4,-72.7,10.99,89,97,2.24,CL,1702331810
241,midvagur,62.0511,-7.1939,4.46,93,20,3.09,FO,1702331810
242,sarangani,5.4033,125.4636,27.75,75,61,3.94,PH,1702331721
243,college,64.8569,-147.8028,-8.03,82,100,0.0,US,1702331742
244,hawick,55.4227,-2.7867,4.21,93,95,1.11,GB,1702331812
245,sarande,39.8756,20.0053,8.2,87,23,1.74,AL,1702331812
246,bandarban,22.1965,92.2262,14.45,96,0,0.87,BD,1702331812
247,luderitz,-26.6481,15.1594,18.89,55,0,9.34,NA,1702331712
248,grand baie,-20.0182,57.5802,25.26,86,9,6.13,MU,1702331769
249,callao,-12.0667,-77.15,22.16,68,75,6.17,PE,1702331813
250,punta arenas,-53.15,-70.9167,13.06,41,75,10.8,CL,1702331602
251,uruacu,-14.5247,-49.1408,23.68,78,100,0.62,BR,1702331814
252,colonia,50.9333,6.95,9.86,81,0,4.12,DE,1702331756
253,birine,35.635,3.225,14.66,37,20,2.43,DZ,1702331815
254,minot,48.2325,-101.2963,-1.88,64,0,13.38,US,1702331815
255,thai binh,20.45,106.3333,24.24,85,100,2.3,VN,1702331815
256,whitehorse,60.7161,-135.0538,0.43,74,75,12.35,CA,1702331748
257,udachny,66.4167,112.4,-24.92,97,100,3.99,RU,1702331749
258,det udom,14.906,105.0784,22.9,70,100,1.35,TH,1702331816
259,tanout,14.9709,8.8879,16.13,39,0,5.5,NE,1702331817
260,barkot,30.8167,78.2,5.97,35,0,1.83,IN,1702331817
261,aasiaat,68.7098,-52.8699,-1.04,76,100,5.13,GL,1702331757
262,ribeira brava,32.65,-17.0667,19.84,58,77,1.24,PT,1702331750
